id	time	type
8ff090f5-895c-4de5-b6cc-0f0cd198c4a1	1492089286895	DagScheduler(CompletionEvent(ResultTask(0, 30),Success,Some(78603),ArrayBuffer(LongAccumulator(id: 0, name: Some(internal.metrics.executorDeserializeTime), value: 1), LongAccumulator(id: 1, name: Some(internal.metrics.executorDeserializeCpuTime), value: 2199154), LongAccumulator(id: 2, name: Some(internal.metrics.executorRunTime), value: 36), LongAccumulator(id: 3, name: Some(internal.metrics.executorCpuTime), value: 34029538), LongAccumulator(id: 4, name: Some(internal.metrics.resultSize), value: 1041)),org.apache.spark.scheduler.TaskInfo@286700e9))
8ff090f5-895c-4de5-b6cc-0f0cd198c4a1	1492089286895	DagScheduler(CompletionEvent(ResultTask(0, 13),Success,Some(78378),ArrayBuffer(LongAccumulator(id: 0, name: Some(internal.metrics.executorDeserializeTime), value: 841), LongAccumulator(id: 1, name: Some(internal.metrics.executorDeserializeCpuTime), value: 32517724), LongAccumulator(id: 2, name: Some(internal.metrics.executorRunTime), value: 388), LongAccumulator(id: 3, name: Some(internal.metrics.executorCpuTime), value: 323912254), LongAccumulator(id: 4, name: Some(internal.metrics.resultSize), value: 1114), LongAccumulator(id: 5, name: Some(internal.metrics.jvmGCTime), value: 56)),org.apache.spark.scheduler.TaskInfo@2e19b193))
8ff090f5-895c-4de5-b6cc-0f0cd198c4a1	1492089286938	DagScheduler(BeginEvent(ResultTask(0, 35),org.apache.spark.scheduler.TaskInfo@7eeb7802))
8ff090f5-895c-4de5-b6cc-0f0cd198c4a1	1492089286938	DagScheduler(CompletionEvent(ResultTask(0, 0),Success,Some(78594),ArrayBuffer(LongAccumulator(id: 0, name: Some(internal.metrics.executorDeserializeTime), value: 862), LongAccumulator(id: 1, name: Some(internal.metrics.executorDeserializeCpuTime), value: 316884667), LongAccumulator(id: 2, name: Some(internal.metrics.executorRunTime), value: 430), LongAccumulator(id: 3, name: Some(internal.metrics.executorCpuTime), value: 403716334), LongAccumulator(id: 4, name: Some(internal.metrics.resultSize), value: 1929), LongAccumulator(id: 5, name: Some(internal.metrics.jvmGCTime), value: 41), CollectionAccumulator(id: 10, name: Some(internal.metrics.updatedBlockStatuses), value: [(broadcast_0_piece0,BlockStatus(StorageLevel(memory, 1 replicas),1177,0)), (broadcast_0,BlockStatus(StorageLevel(memory, deserialized, 1 replicas),1856,0))])),org.apache.spark.scheduler.TaskInfo@7844617b))
8ff090f5-895c-4de5-b6cc-0f0cd198c4a1	1492089286949	DagScheduler(BeginEvent(ResultTask(0, 36),org.apache.spark.scheduler.TaskInfo@34826df5))
8ff090f5-895c-4de5-b6cc-0f0cd198c4a1	1492089286950	DagScheduler(CompletionEvent(ResultTask(0, 34),Success,Some(78619),ArrayBuffer(LongAccumulator(id: 0, name: Some(internal.metrics.executorDeserializeTime), value: 3), LongAccumulator(id: 1, name: Some(internal.metrics.executorDeserializeCpuTime), value: 3173904), LongAccumulator(id: 2, name: Some(internal.metrics.executorRunTime), value: 35), LongAccumulator(id: 3, name: Some(internal.metrics.executorCpuTime), value: 34742339), LongAccumulator(id: 4, name: Some(internal.metrics.resultSize), value: 1041)),org.apache.spark.scheduler.TaskInfo@689fd399))
8ff090f5-895c-4de5-b6cc-0f0cd198c4a1	1492089286954	DagScheduler(BeginEvent(ResultTask(0, 37),org.apache.spark.scheduler.TaskInfo@334b791c))
8ff090f5-895c-4de5-b6cc-0f0cd198c4a1	1492089286956	DagScheduler(CompletionEvent(ResultTask(0, 3),Success,Some(78487),ArrayBuffer(LongAccumulator(id: 0, name: Some(internal.metrics.executorDeserializeTime), value: 853), LongAccumulator(id: 1, name: Some(internal.metrics.executorDeserializeCpuTime), value: 47555042), LongAccumulator(id: 2, name: Some(internal.metrics.executorRunTime), value: 455), LongAccumulator(id: 3, name: Some(internal.metrics.executorCpuTime), value: 437950889), LongAccumulator(id: 4, name: Some(internal.metrics.resultSize), value: 1201), LongAccumulator(id: 5, name: Some(internal.metrics.jvmGCTime), value: 41), LongAccumulator(id: 6, name: Some(internal.metrics.resultSerializationTime), value: 1)),org.apache.spark.scheduler.TaskInfo@85ed37e))
8ff090f5-895c-4de5-b6cc-0f0cd198c4a1	1492089287003	DagScheduler(BeginEvent(ResultTask(0, 38),org.apache.spark.scheduler.TaskInfo@25de67f7))
8ff090f5-895c-4de5-b6cc-0f0cd198c4a1	1492089287003	DagScheduler(CompletionEvent(ResultTask(0, 25),Success,Some(78450),ArrayBuffer(LongAccumulator(id: 0, name: Some(internal.metrics.executorDeserializeTime), value: 3), LongAccumulator(id: 1, name: Some(internal.metrics.executorDeserializeCpuTime), value: 2909306), LongAccumulator(id: 2, name: Some(internal.metrics.executorRunTime), value: 295), LongAccumulator(id: 3, name: Some(internal.metrics.executorCpuTime), value: 237017278), LongAccumulator(id: 4, name: Some(internal.metrics.resultSize), value: 1041)),org.apache.spark.scheduler.TaskInfo@4896f1fc))
